"mb_sex","age","majorNm","license","hope_license"
"2","38",미술학과,"시각디자인기사,컴퓨터그래픽스운용기능사","컬러리스트기사,컴퓨터그래픽스운용기능사"
"1","60",독일언어문화학과,"관광통역안내사(불어),관광통역안내사(중국어)","관광통역안내사(독어),관광통역안내사(러시아어)"
"2","64",교육학과,"1급 청소년상담사,임상심리사2급","임상심리사2급,국제의료관광코디네이터"
"2","14",문화재과,"컬러리스트산업기사,제품응용모델링기능사","시각디자인기사,시각디자인산업기사"
"2","25",경영과,"공장관리기술사,품질관리기술사","소비자전문상담사1급,품질경영기사"
"1","33",게임공학과,"정보기기운용기능사,정보관리기술사","전자계산기조직응용기사,정보관리기술사"
"1","35",메카트로닉스공학과,"정보처리기사,멀티미디어콘텐츠제작전문가","사무자동화산업기사,정보기기운용기능사"
"1","41",산림과학과,"종자산업기사,축산산업기사","임업종묘기능사,수산양식기사"
"2","41",화훼원예과,"화훼장식기사,시설원예기술사","종자산업기사,종자기능사"
"1","41",멀티미디어공학과,"정보처리기능사,정보기기운용기능사","정보처리기능사,정보관리기술사"
"2","60",패션의류학과,"세탁기능사,염색기능사(날염)","양복기능사,의류기술사"
"2","58",전기·전자·통신공학교육과,"3D프린터운용기능사,산업계측제어기술사","전기응용기술사,로봇기구개발기사"
"2","8",러시아어과,"관광통역안내사(불어),관광통역안내사(베트남어)","관광통역안내사(중국어),관광통역안내사(말레이/인도네시아어)"
"1","28",항공운항학과,"기계정비산업기사,궤도장비정비기능사","기계정비산업기사,기계설계기사"
"1","22",도시건설과,"실내건축기사,지적기능사","전산응용건축제도기능사,측량및지형공간정보기술사"
"2","42",독일학과,"관광통역안내사(중국어),관광통역안내사(영어)","관광통역안내사(독어),관광통역안내사(일본어)"
"2","50",사회체육학과,"이용장,미용사(피부)","이용사,미용사(일반)"
"1","23",치의학과,"임상심리사1급,2급 청소년지도사","1급 청소년지도사,국제의료관광코디네이터"
"2","50",건축공학과,"건축목재시공기능장,배관기능장","전산응용건축제도기능사,양화장치운전기능사"
"2","53",해양생명응용과학부,"천장크레인운전기능사,기중기운전기능사","철도기술사,전산응용토목제도기능사"
"2","35",스키스노우보드전공(스포츠레저학과),"제품디자인기사,시각디자인기사","제품디자인기술사,제품응용모델링기능사"
"2","14",무용예술학과,"제품디자인산업기사,제품디자인기술사","컴퓨터그래픽스운용기능사,제품응용모델링기능사"
"1","13",게임학과,"정보처리기능사,정보기기운용기능사","전자계산기조직응용기사,컴퓨터시스템응용기술사"
"2","41",미래자동차공학과,"그린전동자동차기사,항공기관정비기능사","공유압기능사,기계조립산업기사"
"1","14",말레이·인도네시어과,"관광통역안내사(독어),관광통역안내사(아랍어)","관광통역안내사(중국어),관광통역안내사(스페인어)"
"2","36",화학신소재학과,"화학분석기능사,화공기사","위험물기능사,화약류제조기사"
"1","15",몽골어과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(아랍어)","관광통역안내사(독어),관광통역안내사(일본어)"
"1","45",드론교통공학과,"사무자동화산업기사,정보처리기능사","컴퓨터시스템응용기술사,정보처리기사"
"1","35",농학과,"종자기술사,종자기능사","화훼장식기능사,식물보호산업기사"
"1","40",치의학과,"임상심리사2급,2급 청소년지도사","임상심리사2급,2급 청소년지도사"
"1","39",화장품과학과,"정밀화학기사,위험물산업기사","위험물기능사,화학분석기사"
"2","46",생물학과,"위험물산업기사,정밀화학기사","바이오화학제품제조산업기사,화공기사"
"2","22",과학교육과,"생물분류기사(식물),농림토양평가관리기사","온실가스관리기사,기상예보기술사"
"1","28",전기·전자·통신공학교육과,"로봇소프트웨어개발기사,의공기사","전자기사,3D프린터개발산업기사"
"1","9",미래자동차공학과,"기계설계산업기사,기계정비기능사","농기계정비기능사,조선기술사"
"2","53",게임컨텐츠과,"정보처리산업기사,컴퓨터시스템응용기술사","정보처리기능사,컴퓨터시스템응용기술사"
"1","28",경영회계학과,"소비자전문상담사2급,공장관리기술사","품질경영산업기사,포장산업기사"
"1","9",고분자공학과,"화약류제조기사,위험물기능사","정밀화학기사,화공기술사"
"2","57",무용학과,"제품디자인기사,시각디자인기사","웹디자인기능사,제품디자인산업기사"
"2","51",고분자공학과,"화공기사,정밀화학기사","위험물기능사,화공기사"
"2","39",말레이·인도네시어과,"관광통역안내사(스페인어),관광통역안내사(태국어)","관광통역안내사(일본어),관광통역안내사(러시아어)"
"2","34",몽골어과,"관광통역안내사(이탈리아어),관광통역안내사(아랍어)","관광통역안내사(아랍어),관광통역안내사(중국어)"
"1","41",미술학과,"시각디자인기사,시각디자인산업기사","컬러리스트기사,웹디자인기능사"
"1","36",레이저광정보공학전공,"3급 청소년상담사,임상심리사2급","3급 청소년상담사,임상심리사1급"
"2","53",가정관리학과,"1급 청소년상담사,2급 청소년상담사","2급 청소년지도사,3급 청소년지도사"
"1","51",생화학과,"위험물기능장,위험물산업기사","정밀화학기사,화약류제조기사"
"1","12",생명시스템학과,"위험물기능사,화약류제조산업기사","화학분석기능사,정밀화학기사"
"2","49",화학공학과,"화약류제조기사,화공기술사","화학분석기능사,화학분석기사"
"2","63",환경에너지공학과,"수질관리기술사,자연생태복원산업기사","신재생에너지발전설비기능사(태양광),자연환경관리기술사"
"1","44",환경보건학과,"토양환경기사,소음진동산업기사","수질관리기술사,토양환경기술사"
"1","47",공연예술과,"제품응용모델링기능사,제품디자인기사","시각디자인기사,컬러리스트기사"
"1","60",도시공학과,"측량기능사,토목구조기술사","타워크레인운전기능사,로더운전기능사"
"1","48",대기환경과학과,"수질환경산업기사,농림토양평가관리산업기사","농림토양평가관리기사,에너지관리산업기사"
"2","62",치기공학과,"임상심리사1급,1급 청소년상담사","3급 청소년상담사,1급 청소년상담사"
"2","45",대기환경과학전공,"신재생에너지발전설비기능사(태양광),농림토양평가관리산업기사","폐기물처리기술사,대기환경기사"
"2","44",전기제어과,"로봇소프트웨어개발기사,로봇기구개발기사","임베디드기사,반도체설계기사"
"2","55",교통시스템공학과,"도시계획기사,수자원개발기술사","해양조사산업기사,배관기능장"
"2","59",미디어커뮤니케이션학과,"웹디자인기능사,시각디자인기사","시각디자인기사,컬러리스트산업기사"
"1","58",항공시스템공학과,"프레스금형설계기사,항공기체기술사","기계가공조립기능사,정밀측정산업기사"
"2","14",해양생명응용과학부,"굴삭기운전기능사,해양자원개발기사","굴삭기운전기능사,기중기운전기능사"
"2","26",ICT융합학과,"정보처리기사,정보처리기능사","정보처리기능사,정보관리기술사"
"2","36",무용예술학과,"웹디자인기능사,시각디자인산업기사","컴퓨터그래픽스운용기능사,컬러리스트산업기사"
"2","32",스마트폰컨텐츠과,"컴퓨터시스템응용기술사,정보처리기사","사무자동화산업기사,멀티미디어콘텐츠제작전문가"
"2","39",산업보건학과,"2급 청소년지도사,3급 청소년지도사","3급 청소년상담사,3급 청소년지도사"
"2","44",전기자동차과,"전자회로설계산업기사,로봇기구개발기사","전기기기산업기사,전자계산기제어산업기사"
"1","28",메카트로닉스공학과,"정보처리산업기사,컴퓨터시스템응용기술사","정보관리기술사,컴퓨터시스템응용기술사"
"1","39",모바일게임과,"멀티미디어콘텐츠제작전문가,정보기기운용기능사","정보처리산업기사,멀티미디어콘텐츠제작전문가"
"2","10",전기자동차과,"의공기사,철도전기신호기능사","전자계산기제어산업기사,건축전기설비기술사"
"2","23",문화재과,"제품응용모델링기능사,시각디자인기사","제품응용모델링기능사,컬러리스트기사"
"2","22",스키스노우보드전공(스포츠레저학과),"제품응용모델링기능사,시각디자인기사","제품디자인산업기사,제품디자인기술사"
"1","42",환경학과,"기상기사,생물분류기사(식물)","신재생에너지발전설비산업기사(태양광),자연환경관리기술사"
"2","21",목재응용과학과,"축산기술사,식물보호산업기사","농화학기술사,임업종묘기사"
"2","32",관광영어과,"미용장,이용사","미용사(네일),미용사(일반)"
"1","30",미래에너지공학과,"신재생에너지발전설비기능사(태양광),온실가스관리산업기사","대기관리기술사,폐기물처리기사"
"1","48",농업교육과,"종자기술사,화훼장식기사","화훼장식산업기사,수산양식기술사"
"2","40",신발패션산업과,"제품디자인산업기사,제품응용모델링기능사","컴퓨터그래픽스운용기능사,시각디자인기사"
"1","47",나노재료공학전공,"화학분석기사,바이오화학제품제조기사","화학분석기사,정밀화학기사"
"2","21",기계시스템공학과,"조선기술사,선체건조기능사","금형제작기능장,철도차량정비기능사"
"2","49",화장품·향수전공,"위험물기능사,바이오화학제품제조산업기사","위험물기능장,위험물산업기사"
"2","63",항공기계과,"철도동력차전기정비산업기사,설비보전기능사","철도동력차기관정비산업기사,금형기술사"
"2","60",항공서비스학과,"자동차보수도장기능사,전산응용기계제도기능사","생산자동화기능사,항공기체정비기능사"
"2","30",다문화복지과,"1급 청소년상담사,임상심리사1급","1급 청소년상담사,2급 청소년지도사"
"2","39",환경생명공학과,"소음진동산업기사,농림토양평가관리산업기사","에너지관리기능장,농림토양평가관리산업기사"
"1","29",건설시스템공학과,"유리시공기능사,조경기능사","지적산업기사,토목산업기사"
"2","39",국방탄약과.방공유도무기과,"컨벤션기획사2급,소비자전문상담사2급","공장관리기술사,품질관리기술사"
"1","24",프랑스어문학과,"관광통역안내사(중국어),관광통역안내사(영어)","관광통역안내사(불어),관광통역안내사(아랍어)"
"2","23",건축과,"불도저운전기능사,건축일반시공기능장","건설재료시험기능사,조경기능사"
"1","23",프랑스어문학과,"관광통역안내사(러시아어),관광통역안내사(스페인어)","관광통역안내사(태국어),관광통역안내사(베트남어)"
"2","41",독어독문학과,"관광통역안내사(태국어),관광통역안내사(독어)","관광통역안내사(독어),관광통역안내사(영어)"
"1","16",정보보호학과,"컴퓨터시스템응용기술사,정보기기운용기능사","정보처리산업기사,컴퓨터시스템응용기술사"
"1","11",스마트IT학과,"정보처리기능사,정보처리기사","정보처리산업기사,멀티미디어콘텐츠제작전문가"
"2","64",도시행정학과,"지질및지반기술사,천공기운전기능사","기중기운전기능사,건축목재시공기능장"
"1","25",스타일리스트과,"제품디자인산업기사,컬러리스트기사","시각디자인산업기사,웹디자인기능사"
"2","56",문화콘텐츠학과,"제품응용모델링기능사,컬러리스트기사","컴퓨터그래픽스운용기능사,제품응용모델링기능사"
"1","56",경영회계학과,"공장관리기술사,사회조사분석사1급","사회조사분석사1급,컨벤션기획사2급"
"1","49",관광경영학과,"이용장,미용장","이용장,미용장"
"2","63",골프산업학과,"미용사(메이크업),미용사(피부)","미용사(일반),미용사(메이크업)"
"2","51",환경과학과,"폐기물처리산업기사,폐기물처리기술사","토양환경기사,신재생에너지발전설비산업기사(태양광)"
"2","25",패션산업학과,"신발류제조기능사,한복기능사","신발류제조기능사,섬유기술사"
"2","50",호텔경영학과,"소비자전문상담사2급,컨벤션기획사2급","포장기사,사회조사분석사1급"
"1","8",전자공학교육과,"산업계측제어기술사,전자기사","전기공사산업기사,철도신호기술사"
"1","55",러시아언어문화전공,"관광통역안내사(이탈리아어),관광통역안내사(러시아어)","관광통역안내사(스페인어),관광통역안내사(이탈리아어)"
"2","16",융합소프트웨어학과,"정보처리기사,정보관리기술사","정보처리기능사,사무자동화산업기사"
"1","35",멀티미디어공학과,"정보처리기능사,멀티미디어콘텐츠제작전문가","정보처리기사,정보처리산업기사"
"2","61",과학교육과,"광산환경기능사,자연생태복원산업기사","수질환경기사,생물분류기사(식물)"
"1","26",관현악과,"미용사(일반),이용사","미용사(일반),미용장"
"1","17",정보보호학과,"정보관리기술사,사무자동화산업기사","정보처리산업기사,정보처리기사"
"1","23",만화콘텐츠과,"제품디자인기사,시각디자인기사","제품디자인산업기사,시각디자인기사"
"1","16",환경조경과,"폐기물처리산업기사,기상감정기사","토양환경기술사,농림토양평가관리기사"
"2","45",항공기계과,"항공기사,반도체장비유지보수기능사","항공산업기사,프레스금형기능사보"
"1","43",공예디자인학과,"컬러리스트기사,제품디자인기술사","컬러리스트산업기사,웹디자인기능사"
"2","21",골프산업학과,"미용사(일반),미용사(메이크업)","이용사,이용장"
"1","11",항공관광과,"승강기산업기사,건설기계정비산업기사","메카트로닉스기사,궤도장비정비기사"
"2","61",화학공학과,"화학분석기사,바이오화학제품제조산업기사","화학분석기사,위험물기능사"
"2","21",관광크루즈승무원과,"미용사(일반),미용사(네일)","미용사(피부),이용사"
"2","25",문화재보존학과,"제품디자인기사,제품응용모델링기능사","시각디자인산업기사,컬러리스트기사"
"2","21",농학과,"산림기술사,임산가공산업기사","임업종묘기사,버섯산업기사"
"2","38",무용학과,"제품디자인기술사,제품디자인기사","웹디자인기능사,시각디자인산업기사"
"2","15",관광경영학과,"이용사,미용사(네일)","미용사(일반),미용사(네일)"
"2","43",데이터과학과,"정보관리기술사,컴퓨터시스템응용기술사","정보기기운용기능사,컴퓨터시스템응용기술사"
"2","24",교육공학과,"1급 청소년지도사,2급 청소년상담사","임상심리사1급,1급 청소년상담사"
"2","16",항공관광과,"조선기사,승강기산업기사","공조냉동기계기능사,전산응용기계제도기능사"
"2","51",생명공학과,"위험물기능장,위험물기능사","바이오화학제품제조산업기사,화학분석기능사"
"1","33",생명과학과,"화공기사,화약류제조기사","바이오화학제품제조기사,화학분석기능사"
"2","27",정보보안학과,"정보처리산업기사,정보처리기능사","사무자동화산업기사,정보기기운용기능사"
"2","35",미디어문예창작학과,"시각디자인기사,웹디자인기능사","시각디자인기사,웹디자인기능사"
"2","25",식품생명과학과,"떡제조기능사,식품가공기능사","떡제조기능사,수산제조기술사"
"2","35",경제금융학과,"소비자전문상담사1급,공장관리기술사","품질관리기술사,컨벤션기획사1급"
"2","13",대기과학과,"대기환경기사,신재생에너지발전설비기능사(태양광)","소음진동기술사,에너지관리산업기사"
"1","62",미디어문예창작학과,"시각디자인산업기사,컬러리스트기사","제품응용모델링기능사,시각디자인산업기사"
"2","47",평생교육학과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(러시아어)","관광통역안내사(아랍어),관광통역안내사(영어)"
"1","40",아랍어과,"관광통역안내사(중국어),관광통역안내사(베트남어)","관광통역안내사(말레이/인도네시아어),관광통역안내사(태국어)"
"2","32",광고홍보학과,"이용사,이용장","미용사(일반),미용사(메이크업)"
"1","45",생명화학공학과,"화약류제조산업기사,바이오화학제품제조기사","위험물기능장,화약류제조기사"
"2","39",전기전자제어과,"전기공사기사,전자기기기능사","광학기기산업기사,전자캐드기능사"
"1","49",관현악과,"이용장,미용사(메이크업)","미용사(네일),이용장"
"1","16",만화콘텐츠과,"웹디자인기능사,컴퓨터그래픽스운용기능사","제품응용모델링기능사,제품디자인기사"
"1","32",마술학과,"시각디자인기사,컬러리스트산업기사","제품디자인기사,컴퓨터그래픽스운용기능사"
"1","12",화학공학과,"바이오화학제품제조산업기사,바이오화학제품제조기사","화약류제조기사,위험물산업기사"
"1","48",독어독문학과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(일본어)","관광통역안내사(영어),관광통역안내사(스페인어)"
"2","19",컴퓨터공학과,"정보기기운용기능사,정보관리기술사","정보기기운용기능사,정보처리기사"
"1","32",경찰경호과,"침투비파괴검사기능사,인간공학기사","소방설비기사(전기분야),자기비파괴검사기능사"
"2","15",경호스포츠과,"자기비파괴검사기능사,가스기사","가스산업기사,산업위생관리기사"
"2","57",농업교육과,"종자기술사,산림기술사","식물보호기사,임산가공기능사"
"1","15",경찰행정학과,"자기비파괴검사기사,비파괴검사기술사","침투비파괴검사기사,건설안전기사"
"2","37",도시계획부동산학과,"해양환경기사,로더운전기능사","철도기술사,상하수도기술사"
"2","58",데이터과학과,"멀티미디어콘텐츠제작전문가,정보처리기사","정보처리기사,멀티미디어콘텐츠제작전문가"
"2","27",신발패션산업과,"제품응용모델링기능사,시각디자인산업기사","제품디자인기사,제품디자인기술사"
"2","54",패션디자인학과,"의류기술사,양장기능사","한복기능사,한복산업기사"
"1","26",레이저광정보공학전공,"국제의료관광코디네이터,임상심리사1급","3급 청소년지도사,임상심리사2급"
"1","57",러시아학과,"관광통역안내사(태국어),관광통역안내사(말레이/인도네시아어)","관광통역안내사(일본어),관광통역안내사(독어)"
"1","26",프랑스언어문화학과,"관광통역안내사(태국어),관광통역안내사(아랍어)","관광통역안내사(태국어),관광통역안내사(이탈리아어)"
"1","44",기악과,"컬러리스트기사,웹디자인기능사","제품응용모델링기능사,제품디자인기술사"
"1","29",공예과,"컴퓨터그래픽스운용기능사,시각디자인기사","제품디자인기술사,제품디자인산업기사"
"2","14",ICT융합학과,"정보관리기술사,사무자동화산업기사","멀티미디어콘텐츠제작전문가,사무자동화산업기사"
"1","63",프랑스언어문화학과,"관광통역안내사(아랍어),관광통역안내사(영어)","관광통역안내사(러시아어),관광통역안내사(이탈리아어)"
"1","63",골프산업학과,"이용장,미용사(메이크업)","이용사,미용장"
"1","18",패션의류학과,"의류기술사,섬유디자인산업기사","의류기술사,섬유산업기사"
"1","14",식품영양학과,"제빵기능사,식품산업기사","식품가공기능사,제과기능사"
"1","28",해양경찰학과,"굴삭기운전기능사,토목품질시험기술사","수자원개발기술사,아스팔트피니셔운전기능사"
"2","54",정보보호학과,"멀티미디어콘텐츠제작전문가,정보처리기사","정보처리기능사,사무자동화산업기사"
"1","21",고분자공학과,"화공기사,화약류제조기사","화학분석기사,화약류제조기사"
"1","46",건축학과,"건설재료시험기능사,천장크레인운전기능사","해양기술사,건축구조기술사"
"2","36",스키스노우보드전공(스포츠레저학과),"제품응용모델링기능사,제품디자인기사","제품디자인산업기사,제품디자인기술사"
"2","20",국악과,"제품디자인기사,웹디자인기능사","제품디자인기술사,컴퓨터그래픽스운용기능사"
"2","27",관광중국어과,"미용사(일반),미용사(피부)","스포츠경영관리사,미용사(메이크업)"
"1","11",관광경영학과,"미용장,미용사(네일)","미용사(메이크업),미용장"
"1","36",포르투갈어과,"관광통역안내사(중국어),관광통역안내사(독어)","관광통역안내사(독어),관광통역안내사(불어)"
"1","55",녹지조경학과,"해양자원개발기사,측량및지형공간정보산업기사","콘크리트산업기사,측량및지형공간정보산업기사"
"2","42",실내건축디자인학과,"로더운전기능사,타워크레인운전기능사","실내건축산업기사,건축구조기술사"
"1","41",관광일어과,"미용사(일반),이용장","미용사(메이크업),미용장"
"2","8",공예과,"제품디자인기술사,시각디자인기사","시각디자인산업기사,제품디자인산업기사"
"2","44",컴퓨터공학과,"전자계산기조직응용기사,정보처리기사","멀티미디어콘텐츠제작전문가,정보기기운용기능사"
"1","50",미용과,"시각디자인산업기사,시각디자인기사","컬러리스트산업기사,제품디자인기술사"
"2","37",레이저광정보공학전공,"3급 청소년지도사,임상심리사1급","1급 청소년지도사,3급 청소년지도사"
"1","58",나노물리학과,"바이오화학제품제조산업기사,화약류제조산업기사","화학분석기사,바이오화학제품제조기사"
"1","21",화학공학과,"화약류제조산업기사,정밀화학기사","정밀화학기사,화약류제조산업기사"
"2","31",정보사회학과,"정보처리산업기사,정보기기운용기능사","멀티미디어콘텐츠제작전문가,정보처리기능사"
"2","16",경영학과,"포장기사,사회조사분석사1급","품질경영기사,포장기술사"
"2","29",고분자공학과,"위험물산업기사,화학분석기사","화공기사,위험물산업기사"
"1","19",로봇공학과,"관광통역안내사(베트남어),관광통역안내사(스페인어)","관광통역안내사(아랍어),관광통역안내사(스페인어)"
"2","52",경호보안학과,"방재기사,초음파비파괴검사산업기사","방사선비파괴검사기사,초음파비파괴검사산업기사"
"2","52",화학교육과,"화약류제조기사,화공기술사","바이오화학제품제조기사,위험물기능사"
"2","34",마술학과,"제품디자인산업기사,시각디자인기사","제품응용모델링기능사,제품디자인산업기사"
"2","8",전기전자제어과,"광학기능사,전기기기산업기사","전자응용기술사,전기공사기사"
"1","56",독어독문학과,"관광통역안내사(불어),관광통역안내사(영어)","관광통역안내사(독어),관광통역안내사(불어)"
"1","26",게임학과,"멀티미디어콘텐츠제작전문가,정보처리기능사","정보기기운용기능사,사무자동화산업기사"
"1","20",방사선과,"방사선비파괴검사산업기사,가스기능사","누설비파괴검사기사,화재감식평가산업기사"
"1","35",미디어영상학과,"컬러리스트산업기사,컬러리스트기사","제품디자인기사,시각디자인산업기사"
"1","49",고고미술사학과,"컬러리스트산업기사,웹디자인기능사","제품응용모델링기능사,컬러리스트산업기사"
"1","24",리조트개발학과,"식품기사,수산제조기술사","식품기사,제빵기능사"
"1","47",미디어커뮤니케이션학과,"컬러리스트산업기사,제품디자인산업기사","제품디자인산업기사,시각디자인산업기사"
"1","54",경제통상학부,"컨벤션기획사1급,소비자전문상담사2급","사회조사분석사2급,소비자전문상담사2급"
"1","35",항공서비스경영학과,"철도차량산업기사,항공장비정비기능사","자동차정비기능사,메카트로닉스기능사"
"2","31",공예디자인학과,"컬러리스트기사,컴퓨터그래픽스운용기능사","제품디자인기술사,제품디자인산업기사"
"2","41",산업보건학과,"1급 청소년상담사,1급 청소년지도사","1급 청소년상담사,2급 청소년지도사"
"1","16",방사선학과,"소방설비기사(전기분야),초음파비파괴검사기사","전기안전기술사,침투비파괴검사산업기사"
"1","19",대기환경과학과,"대기환경산업기사,자연환경관리기술사","대기관리기술사,소음진동기사"
"1","8",공예디자인학과,"제품디자인기술사,웹디자인기능사","제품디자인산업기사,시각디자인산업기사"
"2","50",녹지조경학과,"천장크레인운전기능사,방수기능사","건축도장기능사,철도토목기사"
"2","50",생명공학과,"화공기술사,바이오화학제품제조산업기사","바이오화학제품제조기사,화학분석기사"
"1","16",e-비즈니스과,"멀티미디어콘텐츠제작전문가,컴퓨터시스템응용기술사","정보처리기사,정보처리산업기사"
"1","14",전자물리학과,"전기기사,전기철도산업기사","전기공사산업기사,3D프린터운용기능사"
"2","57",경영과,"사회조사분석사2급,품질경영기사","포장산업기사,품질관리기술사"
"1","34",스페인어과,"관광통역안내사(러시아어),관광통역안내사(스페인어)","관광통역안내사(불어),관광통역안내사(중국어)"
"2","63",고분자공학과,"위험물기능사,바이오화학제품제조산업기사","위험물기능사,바이오화학제품제조산업기사"
"1","61",미술학과,"컬러리스트산업기사,제품디자인기술사","컴퓨터그래픽스운용기능사,제품디자인기술사"
"1","11",해양분자생명과학과,"지적기능사,건축목재시공기능장","모터그레이더운전기능사,조경기사"
"1","29",전기자동차과,"발송배전기술사,전기철도산업기사","철도전기신호기능사,전자회로설계산업기사"
"1","31",미디어커뮤니케이션학과,"컬러리스트기사,웹디자인기능사","제품응용모델링기능사,컴퓨터그래픽스운용기능사"
"2","13",게임컨텐츠과,"정보처리산업기사,정보기기운용기능사","사무자동화산업기사,정보관리기술사"
"2","53",화학교육과,"화약류제조기사,화공기사","화공기사,화약류제조산업기사"
"2","62",전자정보통신공학과,"전기산업기사,전자계산기기사","로봇기구개발기사,3D프린터운용기능사"
"2","16",해양경찰학과,"비계기능사,상하수도기술사","잠수기능장,양화장치운전기능사"
"1","52",나노재료공학전공,"화학분석기사,위험물기능장","정밀화학기사,위험물기능사"
"1","63",미디어영상학과,"시각디자인산업기사,시각디자인기사","컬러리스트기사,컬러리스트산업기사"
"1","22",식품생명공학과,"수산제조기술사,제빵기능사","식품기술사,식품가공기능사"
"1","33",신재생에너지과,"정보기기운용기능사,사무자동화산업기사","전자계산기조직응용기사,정보관리기술사"
"2","10",가정교육과,"임상심리사1급,국제의료관광코디네이터","1급 청소년상담사,3급 청소년상담사"
"2","18",신재생에너지과,"멀티미디어콘텐츠제작전문가,정보처리산업기사","정보기기운용기능사,정보처리기사"
"1","50",러시아언어문화전공,"관광통역안내사(독어),관광통역안내사(일본어)","관광통역안내사(러시아어),관광통역안내사(아랍어)"
"1","13",기계공학과,"프레스금형산업기사,건설기계설비산업기사","자동차정비산업기사,건설기계정비기능사"
"2","29",교육심리학과,"1급 청소년지도사,3급 청소년상담사","1급 청소년지도사,임상심리사2급"
"1","52",스마트소프트웨어과,"정보처리기사,정보처리기능사","정보관리기술사,정보처리산업기사"
"1","42",경찰학과,"소방설비기사(전기분야),가스기사","화공안전기술사,화재감식평가기사"
"2","60",식품조리학과,"식품산업기사,제과기능장","떡제조기능사,제과기능장"
"2","45",전기공학과,"로봇기구개발기사,철도신호기사","전기응용기술사,전자계산기기사"
"1","34",패션산업학과,"세탁기능사,의류기술사","신발류제조기능사,세탁기능사"
"2","27",건축학과,"실내건축기사,콘크리트기사","배관산업기사,미장기능사"
"1","50",해양학과,"전산응용건축제도기능사,실내건축산업기사","아스팔트피니셔운전기능사,도배기능사"
"1","51",관광중국어과,"이용사,스포츠경영관리사","미용사(피부),미용장"
"2","36",카이로스포츠과,"제품디자인산업기사,웹디자인기능사","컴퓨터그래픽스운용기능사,컬러리스트산업기사"
"1","28",미용예술과,"컬러리스트산업기사,제품디자인기술사","시각디자인기사,컬러리스트기사"
"1","8",평생교육학과,"관광통역안내사(영어),관광통역안내사(러시아어)","관광통역안내사(일본어),관광통역안내사(독어)"
"2","63",컴퓨터교육과,"전자계산기조직응용기사,정보처리산업기사","사무자동화산업기사,정보처리기사"
"1","28",광공학과,"임상심리사1급,2급 청소년지도사","3급 청소년지도사,1급 청소년상담사"
"2","43",격기지도학과,"제품응용모델링기능사,컬러리스트기사","시각디자인기사,컬러리스트기사"
"1","48",패션마케팅과,"섬유산업기사,섬유디자인산업기사","양장기능사,신발산업기사"
"1","22",대기환경과학과,"폐기물처리산업기사,환경위해관리기사","수질환경산업기사,기상기사"
"2","52",로봇공학과,"관광통역안내사(독어),관광통역안내사(러시아어)","관광통역안내사(베트남어),관광통역안내사(불어)"
"1","55",신재생에너지과,"멀티미디어콘텐츠제작전문가,정보처리기사","컴퓨터시스템응용기술사,멀티미디어콘텐츠제작전문가"
"1","34",화학교육과,"화약류제조산업기사,화공기술사","위험물기능사,화약류제조산업기사"
"1","38",치의예과,"국제의료관광코디네이터,3급 청소년지도사","2급 청소년상담사,국제의료관광코디네이터"
"1","15",관광영어과,"미용사(피부),미용사(네일)","미용사(네일),미용사(메이크업)"
"2","21",공예디자인학과,"제품디자인기술사,제품응용모델링기능사","시각디자인산업기사,컬러리스트기사"
"2","44",러시아언어문화전공,"관광통역안내사(독어),관광통역안내사(베트남어)","관광통역안내사(태국어),관광통역안내사(아랍어)"
"2","14",건축공학과,"양화장치운전기능사,철도토목기능사","조적기능사,측량및지형공간정보산업기사"
"2","48",식품생명공학과,"식품기술사,식품가공기능사","제과기능사,식품기사"
"2","34",아시아학부,"관광통역안내사(독어),관광통역안내사(이탈리아어)","관광통역안내사(일본어),관광통역안내사(태국어)"
"2","63",산업보건학과,"2급 청소년상담사,3급 청소년지도사","임상심리사1급,3급 청소년상담사"
"2","53",대기환경과학과,"에너지관리기사,온실가스관리기사","소음진동기사,생물분류기사(동물)"
"2","32",풍수명리과,"임상심리사2급,3급 청소년상담사","2급 청소년지도사,1급 청소년지도사"
"2","44",생물학과,"바이오화학제품제조산업기사,화공기사","위험물기능사,화학분석기사"
"2","36",농학과,"산림기능사,목질재료기능사","어업생산관리기사,종자기능사"
"2","60",광공학과,"2급 청소년지도사,3급 청소년지도사","1급 청소년상담사,1급 청소년지도사"
"1","40",산업보건학과,"2급 청소년지도사,국제의료관광코디네이터","3급 청소년상담사,임상심리사2급"
"1","55",광공학과,"국제의료관광코디네이터,1급 청소년지도사","2급 청소년상담사,임상심리사2급"
"2","12",치기공과,"임상심리사2급,임상심리사1급","2급 청소년지도사,임상심리사2급"
"2","63",정보사회학과,"정보처리기능사,컴퓨터시스템응용기술사","정보관리기술사,정보기기운용기능사"
"2","16",기계과,"동력기계정비기능사,금형제작기능장","기계설계산업기사,철도차량기술사"
"2","41",아랍어과,"관광통역안내사(불어),관광통역안내사(태국어)","관광통역안내사(러시아어),관광통역안내사(스페인어)"
"1","26",리조트개발학과,"식품기사,식품기술사","제빵기능사,제과기능사"
"2","31",ICT융합학과,"멀티미디어콘텐츠제작전문가,정보처리기능사","정보처리산업기사,사무자동화산업기사"
"2","37",해양생명응용과학부,"배관기능장,도배기능사","수자원개발기술사,건축목재시공기능장"
